ID,k__Bacteria_0;p__;c__;o__;f__;g__;s__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium_0;s__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales_0;f__;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__gordonii_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter_0;s__,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__sciuri_0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_0;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__CandidatusArthromitus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__methylpentosum_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]_0;g__;s__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum_0;s__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria_0;o__;f__;g__;s__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella_0;s__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila_0;s__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae_0;g__;s__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma_0;s__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila_0,Date,AgeMonths,Cage,MiceName,diff,DateEnd
16-2_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.2874097877412115,-0.4444547302283463,-1.790205445092618,-1.7419643757674084,-0.2697816906158121,-0.7460380624778548,-0.6839114609992453,0.0397106290368762,1.1487020220588589,-0.0657908728600251,-0.0704933314607424,1.6682975453304427,-0.1138928442915797,-0.0491397380932583,-1.1853319401486706,0.0836749611697066,-0.8073070200953146,1.1782621887895606,-0.8447937202474799,0.8866701953257528,0.340538788564125,-0.4561416611699173,0.0766287282359448,0.2885101849085677,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.2755859159090051,-0.1120897793759883,-0.8481642053960854,-1.450601423520152,2020-05-01,4,Agf16,16-2,420,2021-07-01
16-2_7-20,0.3858368338807665,-0.0604852962631542,-0.103353599656347,1.192109268169725,-0.4444547302283463,0.3270658505631459,-2.946084358423333,0.3526050483924903,0.8667457942418807,0.2475302652135622,0.7145569603261894,0.7848127444142459,-0.0657908728600251,0.7898446751102514,2.4312301929806512,0.2645768351691293,-0.0491397380932583,0.4928828425967289,0.6618297334242236,1.3658792483169595,0.9804516800406432,0.6909222497380298,-0.4355490994081665,0.6737534675995074,1.5028997311511765,0.4110824793868757,0.6959955114868357,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-0.1689516159242675,0.6354825707938077,-0.1120897793759883,-0.8481642053960854,-1.2814590244197988,2020-07-01,6,Agf16,16-2,360,2021-07-01
18-0_5-20,-0.0855699373144666,-0.0604852962631542,0.938039085501878,-0.0093414099434947,-0.4444547302283463,-1.790205445092618,-0.3651593827477137,0.0294349642847007,-0.7460380624778548,-0.5738742996218362,0.2559191113005399,0.8190268449453475,-0.0657908728600251,0.242887102589668,1.436770523733068,-0.0398438958597391,-0.0491397380932583,0.0618226747324561,0.1516187421348231,0.2340856650629104,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,0.3171420463094878,-0.4561416611699173,-0.1171912977801679,0.4253481448165753,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.3970080787944678,-0.1120897793759883,0.8145936262854887,-1.450601423520152,2020-05-01,4,Agf18,18-0,420,2021-07-01
18-0_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.4003597096143331,-0.4444547302283463,-1.790205445092618,-0.2871195157588981,-0.4458729496714935,-0.7460380624778548,-0.2827663124519961,0.4844226311253099,0.3217022041373981,-0.0657908728600251,-1.4854666794315603,-0.4144878249860073,0.479846098896529,-0.0491397380932583,0.6659264085704047,0.3657256259015515,0.882889059933199,-0.4345216679301749,0.6225676971830263,-0.4355490994081665,0.4707600601068371,1.1566421955498185,0.3538558092273012,0.2188742567671733,-0.2387106848339685,-0.0709304056306248,1.644514724698778,-1.4911709106581867,1.3169786010672302,-0.1120897793759883,-0.8481642053960854,0.6554760957288084,2020-07-01,6,Agf18,18-0,360,2021-07-01
18-1_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,0.5641217812062965,-0.4444547302283463,-1.790205445092618,0.6803586669079613,0.8447180928778446,0.5761812322560645,0.1394799547118921,0.8908949776168631,1.390418016506858,-0.0657908728600251,0.8828202054705706,1.8185082854061465,0.2617530639603562,-0.0491397380932583,0.5497344095356248,0.6490148493948917,0.6550909778036414,0.9804516800406432,0.9033943067587203,1.055812594426106,0.5840104813023277,0.866077633564002,0.6409001586745073,0.7762245131256542,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.6354825707938077,-0.1120897793759883,1.615728783589822,-2.772820718254072,2020-05-01,4,Agf18,18-1,420,2021-07-01
18-1_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,-1.790205445092618,-2.946084358423333,-1.172871677607756,-0.7460380624778548,-1.448489904193615,-1.1644093536190483,-1.000517090596521,-0.0657908728600251,-1.4854666794315603,-0.4144878249860073,-1.6685165857907127,-0.0491397380932583,-1.1853319401486706,-0.8095979891506386,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-1.0744345594066929,-0.4561416611699173,-1.3213112804360927,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,-2.772820718254072,2020-07-01,6,Agf18,18-1,360,2021-07-01
18-2_5-20,0.4136857626194467,-0.0604852962631542,-0.103353599656347,0.5407669888277534,-0.4444547302283463,-1.790205445092618,0.828140546445586,0.6319490011134066,0.8667457942418807,0.1453071977733193,0.5417851657002155,1.082268279719929,-0.0657908728600251,0.2221034966663759,2.0342184949190725,0.6212704937999841,-0.0491397380932583,1.1782800397434738,0.8670047860579095,1.4871592060662784,-0.4345216679301749,0.9161311281616532,1.3497807356026006,0.9761912261878792,1.395116687549158,0.7638603293007196,0.8065364273944932,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,1.418701492235464,-0.1120897793759883,1.00309414332299,-1.065250542156135,2020-05-01,4,Agf18,18-2,420,2021-07-01
18-2_7-20,0.5311423418852896,-0.0604852962631542,-0.103353599656347,0.1915734328372186,1.4068036184907289,1.029996014393022,0.6355240076087245,0.2954756528044016,0.745323631356418,0.2240342202398306,0.7517898020330416,1.0448058881901363,-0.0657908728600251,0.1530225775230769,-0.4144878249860073,0.5288405607279986,-0.0491397380932583,0.4928828425967289,0.3936222739336455,-0.8073070200953146,-0.4345216679301749,0.3593262624084449,0.8866701953257528,0.4040007492108008,-0.4561416611699173,0.3382880320006515,0.0875953421278543,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.7418251997339671,0.8670095923911825,-0.1120897793759883,0.4740550893378338,1.3384754082281909,2020-07-01,6,Agf18,18-2,360,2021-07-01
19-1_5-20,0.1659012789086906,-0.0604852962631542,1.2188656950775725,0.9652334903324006,1.4068036184907289,0.0610529036264569,1.0360058808724597,0.6928243823083149,0.9615321136200816,0.5961101539402192,0.6728124022608808,1.099853454521042,-0.0657908728600251,0.3502238920608651,1.0768738688482653,0.0903112306256016,-0.0491397380932583,1.0391147901875946,0.4077987910926983,0.8647908378404028,1.3136663590760254,0.848346740427815,0.8866701953257528,0.7905077972401726,-0.4561416611699173,0.5537499829556074,0.7322076841412805,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.6580482019971932,0.8670095923911825,-0.1120897793759883,1.5059442337513156,0.6372813583887893,2020-05-01,4,Agf19,19-1,420,2021-07-01
19-1_7-20,0.8979413787105655,-0.0604852962631542,-0.103353599656347,-1.716911586041431,1.26311544586959,0.5734065347995262,0.8477758429193365,0.1493476171261634,0.745323631356418,0.4342534990997198,0.6378124660427955,1.3133501297726324,-0.0657908728600251,0.8284005409375931,1.8887082324344813,0.6370736038334458,-0.0491397380932583,0.5222382359492659,0.2858138591065707,0.3687842389603666,-0.4345216679301749,0.3115534806124442,1.3497807356026006,0.3973903555030211,-0.4561416611699173,0.3053711858002016,0.4253481448165753,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.5916144596582633,0.5695540570854994,-0.1120897793759883,-0.8481642053960854,-0.2400663392615736,2020-07-01,6,Agf19,19-1,360,2021-07-01
19-2_5-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,-1.790205445092618,-2.946084358423333,-1.1448429540075122,-0.7460380624778548,-1.1679815756742356,-1.614378362295096,-1.000517090596521,-0.0657908728600251,-1.4854666794315603,-0.4144878249860073,-1.4052751510161314,-0.0491397380932583,-1.1853319401486706,-1.281004760345872,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-1.0744345594066929,-0.4561416611699173,-1.3213112804360927,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,-1.450601423520152,2020-05-01,4,Agf19,19-2,420,2021-07-01
19-2_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,-1.790205445092618,-2.946084358423333,0.2250683310642818,-0.7460380624778548,-0.9989521711060412,0.4968230304741488,0.6122667661232143,-0.0657908728600251,0.242887102589668,-0.4144878249860073,0.3778918583995573,-0.0491397380932583,0.5497344095356248,0.835616004208775,1.1794647141709302,-0.4345216679301749,0.5971631174089316,1.055812594426106,0.5617797081555751,1.7639664268701378,0.5575933220373674,1.0185144229845553,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.9334433347301124,-0.1120897793759883,1.6082018277329575,-2.772820718254072,2020-07-01,6,Agf19,19-2,360,2021-07-01
20-0_5-20,0.5512521602727077,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,1.1498127099150448,0.8400279252964933,0.0791718573653517,-0.7460380624778548,0.3626724703092119,0.661456301723099,-1.000517090596521,-0.0657908728600251,0.7722118954376241,-0.4144878249860073,0.1894856015703314,-0.0491397380932583,0.3060297536856022,-0.0535717849901533,0.736761024254961,-0.4345216679301749,-0.8447937202474799,-0.4355490994081665,-0.0330418742484678,-0.4561416611699173,0.1927935405367396,-0.0289102269435828,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.3290305488274534,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,1.160717183717633,2020-05-01,4,Agf20,20-0,420,2021-07-01
20-0_7-20,0.2896452569040471,1.2617339984707652,1.559404232025227,1.3553383115720838,1.0469069636059265,0.9587574161635432,0.6417388128956221,0.3645276064305054,0.5761812322560645,0.4320598663830606,1.0117752920581953,0.2036028920594036,-0.0657908728600251,0.8828202054705706,-0.4144878249860073,0.8820854123776435,-0.0491397380932583,0.8853215105194897,0.5221040945884017,0.2340856650629104,-0.4345216679301749,0.8179641114340942,0.8866701953257528,0.5032660860618248,-0.4561416611699173,0.6639654627432008,-0.1886110698110947,0.8026820003242565,-0.0709304056306248,1.3505465835222838,1.153267678809652,1.2481172110606398,-0.1120897793759883,-0.8481642053960854,0.890031515010725,2020-07-01,6,Agf20,20-0,360,2021-07-01
20-2_5-20,0.0581182353066722,-0.0604852962631542,-0.103353599656347,-1.716911586041431,-0.4444547302283463,1.1024455887846822,0.7081884686743773,0.0791718573653517,-0.7460380624778548,0.1018325436472231,0.6551345819228203,0.6622407410850529,-0.0657908728600251,0.655983093968907,-0.4144878249860073,0.4676753209450842,-0.0491397380932583,0.5222382359492659,0.061030676151165,0.5544208159222783,0.9804516800406432,0.5701796277233381,0.8866701953257528,0.033391868090462,-0.4561416611699173,0.1206455572203187,-0.1886110698110947,0.8026820003242565,-0.0709304056306248,-0.1408151103119889,1.0541362058076371,0.2755859159090051,1.3792719144582843,0.3559557772598393,1.1910143124480763,2020-05-01,4,Agf20,20-2,420,2021-07-01
20-2_7-20,-0.751747428254178,-0.0604852962631542,-0.103353599656347,-1.716911586041431,1.26311544586959,0.4908279221551094,0.1459341123294639,-0.5565712471651832,-0.7460380624778548,-0.257081887053828,-0.129431770063477,-1.000517090596521,-0.0657908728600251,0.3808206596526344,-0.4144878249860073,-0.1618612524734898,-0.0491397380932583,0.0618226747324561,-0.2243988040534773,-0.8073070200953146,-0.4345216679301749,0.3115534806124442,-0.4355490994081665,-0.4530694128833438,-0.4561416611699173,-0.3070708413214825,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.5541520681284706,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,1.0809383148206977,2020-07-01,6,Agf20,20-2,360,2021-07-01
