ID,k__Bacteria_0;p__;c__;o__;f__;g__;s__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium_0;s__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales_0;f__;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__gordonii_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter_0;s__,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__sciuri_0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_0;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__CandidatusArthromitus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__methylpentosum_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]_0;g__;s__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum_0;s__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria_0;o__;f__;g__;s__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella_0;s__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila_0;s__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae_0;g__;s__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma_0;s__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila_0
16-0_7-20,-0.751747428254178,1.552298560456581,-0.10335359965634705,0.7160577048329747,-0.44445473022834636,0.2551175336940391,-2.946084358423333,0.23649779284506356,-0.7460380624778548,0.4288814416761588,0.3246868448227789,0.32170220413739814,-0.06579087286002516,0.38082065965263445,1.9299044486991035,-0.21367172578220262,-0.049139738093258334,0.42745191657106496,0.007498718041467178,0.736761024254961,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,-0.15678585224382435,-0.4561416611699173,0.0404165555815002,-0.02891022694358282,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.0015894783686508,0.2755859159090051,-0.1120897793759883,-0.8481642053960854,-1.450601423520152
16-1_5-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,-0.10412772932169567,-0.44445473022834636,-0.46798615035869895,-2.946084358423333,-0.8048948923131614,-0.7460380624778548,-1.2200105756782456,-0.6104480686666638,-1.000517090596521,-0.06579087286002516,-1.4854666794315605,1.293082351111929,-0.9437857193102726,-0.049139738093258334,-1.1853319401486706,-0.4687469426680894,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,-0.2645688958458427,-0.4561416611699173,-0.5431600300524492,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.10644351680865172,-0.1120897793759883,-0.8481642053960854,-2.7728207182540716
16-1_7-20,-0.751747428254178,1.6470848798347821,-0.10335359965634705,1.158728350962737,-0.44445473022834636,0.823636376783451,-1.904691673265108,0.25418143595674536,1.1052202862412206,0.46114840116448796,0.5912196517882287,1.163835765187916,-0.06579087286002516,0.7475294309605934,2.5154417350985803,0.49542293172905694,-0.049139738093258334,0.39062524861508674,0.6695318990625847,0.7608947039716804,-0.4345216679301749,0.44151301859579495,1.4729359194704832,0.5752542475580504,1.5028997311511763,0.4002245517986674,0.3485081145838531,0.8026820003242565,-0.0709304056306248,-0.1408151103119889,0.5131504631244559,0.6354825707938077,-0.1120897793759883,-0.8481642053960854,-2.7728207182540716
16-2_5-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,0.2874097877412115,-0.44445473022834636,-1.7902054450926181,-1.7419643757674084,-0.26978169061581214,-0.7460380624778548,-0.6839114609992453,0.03971062903687628,1.1487020220588589,-0.06579087286002516,-0.07049333146074244,1.6682975453304427,-0.11389284429157975,-0.049139738093258334,-1.1853319401486706,0.08367496116970669,-0.8073070200953146,1.1782621887895606,-0.8447937202474799,0.8866701953257528,0.34053878856412506,-0.4561416611699173,0.07662872823594485,0.2885101849085677,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.2755859159090051,-0.1120897793759883,-0.8481642053960854,-1.450601423520152
16-2_7-20,0.3858368338807665,-0.06048529626315424,-0.10335359965634705,1.192109268169725,-0.44445473022834636,0.32706585056314597,-2.946084358423333,0.3526050483924903,0.8667457942418807,0.24753026521356225,0.7145569603261894,0.7848127444142459,-0.06579087286002516,0.7898446751102514,2.4312301929806512,0.26457683516912933,-0.049139738093258334,0.4928828425967289,0.6618297334242236,1.3658792483169595,0.9804516800406431,0.6909222497380298,-0.43554909940816655,0.6737534675995074,1.5028997311511763,0.41108247938687575,0.6959955114868357,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-0.1689516159242675,0.6354825707938077,-0.1120897793759883,-0.8481642053960854,-1.2814590244197988
18-0_5-20,-0.08556993731446666,-0.06048529626315424,0.938039085501878,-0.00934140994349475,-0.44445473022834636,-1.7902054450926181,-0.36515938274771376,0.029434964284700715,-0.7460380624778548,-0.5738742996218362,0.2559191113005399,0.8190268449453475,-0.06579087286002516,0.24288710258966806,1.436770523733068,-0.03984389585973913,-0.049139738093258334,0.061822674732456145,0.15161874213482313,0.23408566506291048,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,0.31714204630948784,-0.4561416611699173,-0.11719129778016796,0.42534814481657535,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.39700807879446787,-0.1120897793759883,0.8145936262854887,-1.450601423520152
18-0_7-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,0.4003597096143331,-0.44445473022834636,-1.7902054450926181,-0.28711951575889816,-0.4458729496714935,-0.7460380624778548,-0.2827663124519961,0.4844226311253099,0.32170220413739814,-0.06579087286002516,-1.4854666794315605,-0.41448782498600734,0.47984609889652907,-0.049139738093258334,0.6659264085704047,0.3657256259015515,0.882889059933199,-0.4345216679301749,0.6225676971830263,-0.43554909940816655,0.4707600601068371,1.1566421955498183,0.35385580922730125,0.21887425676717334,-0.2387106848339685,-0.0709304056306248,1.6445147246987781,-1.4911709106581867,1.3169786010672302,-0.1120897793759883,-0.8481642053960854,0.6554760957288084
18-1_5-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,0.5641217812062965,-0.44445473022834636,-1.7902054450926181,0.6803586669079613,0.8447180928778446,0.5761812322560645,0.13947995471189212,0.8908949776168631,1.390418016506858,-0.06579087286002516,0.8828202054705706,1.8185082854061465,0.26175306396035625,-0.049139738093258334,0.5497344095356248,0.6490148493948917,0.6550909778036414,0.9804516800406431,0.9033943067587205,1.055812594426106,0.5840104813023277,0.866077633564002,0.6409001586745073,0.7762245131256542,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.6354825707938077,-0.1120897793759883,1.615728783589822,-2.7728207182540716
18-1_7-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,-1.716911586041431,-0.44445473022834636,-1.7902054450926181,-2.946084358423333,-1.172871677607756,-0.7460380624778548,-1.448489904193615,-1.1644093536190485,-1.000517090596521,-0.06579087286002516,-1.4854666794315605,-0.41448782498600734,-1.6685165857907127,-0.049139738093258334,-1.1853319401486706,-0.8095979891506386,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,-1.0744345594066929,-0.4561416611699173,-1.3213112804360927,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,-2.7728207182540716
18-2_5-20,0.4136857626194467,-0.06048529626315424,-0.10335359965634705,0.5407669888277534,-0.44445473022834636,-1.7902054450926181,0.828140546445586,0.6319490011134066,0.8667457942418807,0.14530719777331935,0.5417851657002155,1.082268279719929,-0.06579087286002516,0.22210349666637597,2.0342184949190725,0.6212704937999841,-0.049139738093258334,1.1782800397434738,0.8670047860579095,1.4871592060662784,-0.4345216679301749,0.9161311281616531,1.3497807356026006,0.9761912261878791,1.3951166875491579,0.7638603293007196,0.8065364273944932,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,1.418701492235464,-0.1120897793759883,1.0030941433229899,-1.065250542156135
18-2_7-20,0.5311423418852896,-0.06048529626315424,-0.10335359965634705,0.19157343283721862,1.4068036184907289,1.029996014393022,0.6355240076087245,0.2954756528044016,0.745323631356418,0.22403422023983066,0.7517898020330416,1.0448058881901363,-0.06579087286002516,0.1530225775230769,-0.41448782498600734,0.5288405607279986,-0.049139738093258334,0.4928828425967289,0.3936222739336455,-0.8073070200953146,-0.4345216679301749,0.3593262624084449,0.8866701953257528,0.4040007492108008,-0.4561416611699173,0.33828803200065155,0.08759534212785436,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.7418251997339671,0.8670095923911825,-0.1120897793759883,0.47405508933783386,1.3384754082281909
19-0_5-20,0.5704718664797414,-0.06048529626315424,-0.10335359965634705,0.6997289212968499,0.8777645645055729,-0.08263526899468188,0.26636960261694265,0.0919461454017807,0.5761812322560645,-0.2868915680991422,0.0652146967004179,0.8190268449453475,-0.06579087286002516,-0.11439881715982414,1.436770523733068,-0.3638824658579064,-0.049139738093258334,-1.1853319401486706,-0.3064298600699764,0.3687842389603666,0.7695983147257499,-0.8447937202474799,-0.43554909940816655,0.09099863146693174,-0.4561416611699173,-0.3070708413214825,0.31954441864853644,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,1.330812741897084,-0.2800603292272339
19-0_7-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,-0.22554989220715843,-0.44445473022834636,0.6883610505012251,0.5187031612226041,0.2285288631737883,-0.7460380624778548,0.19191507921056705,0.707088255505359,-1.000517090596521,-0.06579087286002516,0.5294736703613762,-0.41448782498600734,0.40621860997874026,-0.049139738093258334,0.35038402983683925,-0.10719027967323533,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,-0.20734222568626823,-0.4561416611699173,0.09366206753472522,0.08759534212785436,0.9654092978219563,-0.0709304056306248,-0.1408151103119889,0.8120251467623021,0.6354825707938077,-0.1120897793759883,-0.8481642053960854,1.0032263529277083
19-1_5-20,0.1659012789086906,-0.06048529626315424,1.2188656950775723,0.9652334903324006,1.4068036184907289,0.06105290362645699,1.0360058808724597,0.6928243823083149,0.9615321136200816,0.5961101539402192,0.6728124022608808,1.0998534545210419,-0.06579087286002516,0.3502238920608651,1.0768738688482653,0.09031123062560165,-0.049139738093258334,1.0391147901875946,0.4077987910926983,0.8647908378404028,1.3136663590760254,0.848346740427815,0.8866701953257528,0.7905077972401726,-0.4561416611699173,0.5537499829556074,0.7322076841412805,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.6580482019971932,0.8670095923911825,-0.1120897793759883,1.5059442337513156,0.6372813583887893
19-1_7-20,0.8979413787105655,-0.06048529626315424,-0.10335359965634705,-1.716911586041431,1.2631154458695901,0.5734065347995262,0.8477758429193365,0.1493476171261634,0.745323631356418,0.4342534990997198,0.6378124660427955,1.3133501297726324,-0.06579087286002516,0.8284005409375931,1.8887082324344815,0.6370736038334458,-0.049139738093258334,0.5222382359492659,0.2858138591065707,0.3687842389603666,-0.4345216679301749,0.3115534806124442,1.3497807356026006,0.3973903555030211,-0.4561416611699173,0.30537118580020167,0.42534814481657535,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,0.5916144596582633,0.5695540570854994,-0.1120897793759883,-0.8481642053960854,-0.2400663392615736
19-2_5-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,-1.716911586041431,-0.44445473022834636,-1.7902054450926181,-2.946084358423333,-1.1448429540075122,-0.7460380624778548,-1.1679815756742356,-1.614378362295096,-1.000517090596521,-0.06579087286002516,-1.4854666794315605,-0.41448782498600734,-1.4052751510161314,-0.049139738093258334,-1.1853319401486706,-1.2810047603458719,-0.8073070200953146,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,-1.0744345594066929,-0.4561416611699173,-1.3213112804360927,-1.1428535792504195,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,-1.450601423520152
19-2_7-20,-0.751747428254178,-0.06048529626315424,-0.10335359965634705,-1.716911586041431,-0.44445473022834636,-1.7902054450926181,-2.946084358423333,0.2250683310642818,-0.7460380624778548,-0.9989521711060412,0.4968230304741488,0.6122667661232143,-0.06579087286002516,0.24288710258966806,-0.41448782498600734,0.3778918583995573,-0.049139738093258334,0.5497344095356248,0.835616004208775,1.1794647141709302,-0.4345216679301749,0.5971631174089316,1.055812594426106,0.5617797081555751,1.7639664268701378,0.5575933220373674,1.0185144229845553,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,-1.4911709106581867,0.9334433347301123,-0.1120897793759883,1.6082018277329577,-2.7728207182540716
20-0_5-20,0.5512521602727077,-0.06048529626315424,-0.10335359965634705,-1.716911586041431,-0.44445473022834636,1.1498127099150448,0.8400279252964933,0.0791718573653517,-0.7460380624778548,0.3626724703092119,0.661456301723099,-1.000517090596521,-0.06579087286002516,0.7722118954376241,-0.41448782498600734,0.18948560157033145,-0.049139738093258334,0.3060297536856022,-0.05357178499015339,0.736761024254961,-0.4345216679301749,-0.8447937202474799,-0.43554909940816655,-0.033041874248467835,-0.4561416611699173,0.19279354053673964,-0.02891022694358282,-0.2387106848339685,-0.0709304056306248,-0.1408151103119889,1.3290305488274534,-1.2157757779252676,-0.1120897793759883,-0.8481642053960854,1.1607171837176333
